,prices,car_names,cv,fuel,trasmission,date,location,type_seller,km,calender,etat
2951,Prix : 15 000 DT,Clio Classic,,Essence,Manuelle,19 Déc. 2016,Ariana Ville,particulier,175000 Km,2006,Très bon
2952,Prix : 25 000 DT,Citroen C3,,Essence,Manuelle,19 Déc. 2016,El Menzah,particulier,4000 Km,2011,Très bon
2953,Prix : 25 400 DT,Audi A4,,Essence,Manuelle,19 Déc. 2016,El Mourouj,particulier,230000 Km,2005,Très bon
2954,Prix : 12 500 DT,Clio bombé,4 CV,Essence,Manuelle,19 Déc. 2016,Megrine,particulier,230000 Km,2002,Bon
2955,Prix : 24 000 DT,Kia rio,,Essence,Manuelle,19 Déc. 2016,Mahdia,particulier,67000 Km,2013,Très bon
2956,Prix : 34 500 DT,Kia cerato,,Essence,Manuelle,19 Déc. 2016,Douz,particulier,67000 Km,2013,Très bon
2957,Prix : 22 500 DT,Ford fiesta,5 CV,Essence,Manuelle,19 Déc. 2016,El Ouerdia,particulier,62000 Km,2012,Très bon
2958,Prix : 14 200 DT,Punto 3,,Essence,Manuelle,19 Déc. 2016,El Menzah,particulier,125000 Km,2008,Très bon
2959,Prix : 16 000 DT,Jetta canadienne,,Diesel,Manuelle,19 Déc. 2016,Menzel Bouzelfa,particulier,270000 Km,2002,Bon
2960,Prix : 21 000 DT,Mercedes-Benz C,,Essence,Manuelle,19 Déc. 2016,El Mourouj,particulier,155000 Km,2002,Très bon
2961,Prix : 22 500 DT,Fiat EVO,,Essence,Manuelle,19 Déc. 2016,Ariana Ville,particulier,55000 Km,2012,Très bon
2962,Prix : 13 800 DT,Peugeot 206,6 CV,Essence,Manuelle,19 Déc. 2016,Le Kef Ouest,particulier,125000 Km,2008,Bon
2963,Prix : 24 000 DT,Jeep Grand Cherokée,,Essence,Manuelle,19 Déc. 2016,Sfax Ville,particulier,270000 Km,2000,Bon
2964,Prix : 18 500 DT,Fiat Grande punto,4 CV,Essence,Manuelle,19 Déc. 2016,Ariana Ville,particulier,72000 Km,2013,Très bon
2965,Prix : 75 000 DT,Mercedes A180,6 CV,Essence,Automatique,19 Déc. 2016,Ezzahra,particulier,62 Km,2013,Très bon
2966,Prix : 24 000 DT,Suzuki Jimny,6 CV,Essence,Manuelle,19 Déc. 2016,Ezzahra,particulier,85 Km,2002,Très bon
2967,Prix : 21 800 DT,FORD FOCUS,,Essence,Manuelle,19 Déc. 2016,Nefza,particulier,92000 Km,2010,Très bon
2968,Prix : 20 000 DT,Citroën Berlingo,,Diesel,Manuelle,18 Déc. 2016,Tunis,particulier,92000 Km,2012,Très bon
2969,Prix : 42 500 DT,Peugeot RCZ,9 CV,Essence,Manuelle,18 Déc. 2016,Ezzahra,particulier,90 Km,2011,Très bon
2970,Prix : 13 900 DT,Peugeot Bipper,4 CV,Diesel,Manuelle,18 Déc. 2016,Msaken,particulier,120000 Km,2012,Très bon
2971,Prix : 9 600 DT,Golf 3,,Diesel,Manuelle,18 Déc. 2016,Jedaida,particulier,145000 Km,1995,Très bon
2972,Prix : 11 000 DT,Renault clio,4 CV,Essence,Manuelle,18 Déc. 2016,Bizerte Nord,particulier,175000 Km,2000,Très bon
2973,Prix : 11 400 DT,Polo 4,4 CV,Essence,Manuelle,18 Déc. 2016,Nouvelle Medina,particulier,195000 Km,2002,Bon
2974,Prix : 98 000 DT,BMW serie 5 F10 presque neuve,9 CV,Essence,Automatique,18 Déc. 2016,Megrine,particulier,73000 Km,06-2014,Excellent
2975,Prix : 17 500 DT,Citroën C3,,Essence,Manuelle,17 Déc. 2016,Ariana Ville,particulier,125000 Km,2008,Très bon
2976,Prix : 20 500 DT,Fiat evo,,Essence,Manuelle,17 Déc. 2016,Le Bardo,particulier,92000 Km,2010,Très bon
2977,Prix : 17 500 DT,Fiat Grande Punto,4 CV,Essence,Manuelle,17 Déc. 2016,Mornag,particulier,125000 Km,2008,Très bon
2978,Prix : 22 000 DT,Megane 3,,Diesel,Manuelle,17 Déc. 2016,Gaafour,particulier,155000 Km,2009,Très bon
2979,Prix : 17 000 DT,C3 Première main,5 CV,Essence,Manuelle,17 Déc. 2016,Monastir,particulier,143 Km,10-2009,Excellent
2980,Prix : 23 500 DT,Polo première main,5 CV,Essence,Manuelle,17 Déc. 2016,Mnihla,particulier,62000 Km,05-2012,D'origine
2981,Prix : 36 000 DT,Kia Cerato,,Essence,Manuelle,15 Déc. 2016,El Mourouj,particulier,52000 Km,2014,Très bon
2982,Prix : 15 600 DT,Kia picanto,,Essence,Manuelle,15 Déc. 2016,Akouda,particulier,77000 Km,2010,Très bon
2983,Prix : 12 800 DT,Renault Clio,4 CV,Essence,Manuelle,15 Déc. 2016,Kairouan Sud,particulier,185000 Km,2010,Bon
2984,Prix : 26 000 DT,Passat b7,,Essence,Automatique,15 Déc. 2016,Sousse Riadh,particulier,125000 Km,2012,Très bon
2985,Prix : 31 000 DT,Citroën DS3,5 CV,Essence,Manuelle,15 Déc. 2016,Ezzahra,particulier,125 Km,2011,Très bon
2986,Prix : 13 600 DT,Opel Astra,5 CV,Essence,Manuelle,15 Déc. 2016,Bizerte Nord,particulier,175000 Km,2004,Très bon
2987,Prix : 15 800 DT,Clio classique,,Essence,Manuelle,15 Déc. 2016,Menzel Chaker,particulier,155000 Km,2005,Très bon
2988,Prix : 15 000 DT,Renault symbol,5 CV,Essence,Manuelle,15 Déc. 2016,Carthage,particulier,125000 Km,2010,Très bon
2989,Prix : 51 500 DT,Kia sportage,6 CV,Diesel,Manuelle,15 Déc. 2016,Ezzahra,particulier,130 Km,2011,Très bon
2990,Prix : 25 500 DT,Mitsubishi Pajero,12 CV,Diesel,Manuelle,15 Déc. 2016,Ezzahra,particulier,357 Km,2001,Très bon
2991,Prix : 27 000 DT,Volkswagen Polo 7,5 CV,Essence,Manuelle,15 Déc. 2016,Ezzahra,particulier,153 Km,,Très bon
2992,Prix : 14 800 DT,Renault Mégane,7 CV,Essence,Automatique,15 Déc. 2016,Ariana Ville,particulier,230000 Km,2006,Bon
2993,Prix : 30 500 DT,Golf 6,,Essence,Manuelle,15 Déc. 2016,Ezzouhour (Tunis),particulier,72000 Km,2011,Très bon
2994,Prix : 11 400 DT,Av POLO 5 4CV Climatisée/Assistée,4 CV,Essence,Manuelle,15 Déc. 2016,Nabeul,particulier,137000 Km,01-2003,Très bon
2995,Prix : 18 300 DT,BELLE PEUGEOT 206 PLUS 0 VENDRE,4 CV,Essence,Manuelle,15 Déc. 2016,Tunis,particulier,100345 Km,09-2011,Excellent
2996,Prix : 41 000 DT,Peugot 508,6 CV,Diesel,Manuelle,14 Déc. 2016,La Soukra,particulier,44787 Km,2011,Excellent
2997,Prix : 17 200 DT,Fiat Panda - 1ère main- Excellent état,4 CV,Essence,Manuelle,14 Déc. 2016,Sidi Thabet,particulier,129000 Km,01-2009,Excellent
2998,Prix : 40 000 DT,BMW 316i,7 CV,Essence,Manuelle,14 Déc. 2016,Sousse Ville,particulier,98000 Km,07-2009,Excellent
2999,Prix : 21 400 DT,Polo 7,5 CV,Essence,Manuelle,13 Déc. 2016,Ariana Ville,particulier,82000 Km,2013,Très bon
3000,Prix : 24 200 DT,Fiat PuntoEvo,4 CV,Essence,Manuelle,13 Déc. 2016,Monastir,particulier,82000 Km,2012,Très bon
3001,Prix : 30 500 DT,Golf6 BLUEMOTION,,Diesel,Manuelle,13 Déc. 2016,Sousse Jaouhara,particulier,145000 Km,2010,Très bon
3002,Prix : 12 000 DT,Renault Mégane,,Diesel,Manuelle,13 Déc. 2016,Cite El Khadra,particulier,230000 Km,2004,Bon
3003,Prix : 70 000 DT,BMW SERIE 3,7 CV,Essence,Automatique,13 Déc. 2016,Ben Arous,particulier,109 Km,2013,Très bon
3004,Prix : 18 700 DT,Dacia Sandero,,Essence,Manuelle,13 Déc. 2016,Ariana Ville,particulier,55 Km,2014,Très bon
3005,Prix : 30 000 DT,VW Golf 6,5 CV,Essence,Manuelle,13 Déc. 2016,Ezzahra,particulier,124 Km,2011,Très bon
3006,Prix : 20 000 DT,Grand punto pop,4 CV,Essence,Manuelle,13 Déc. 2016,El Mourouj,particulier,82000 Km,2013,Très bon
3007,Prix : 15 500 DT,Polo6,,Essence,Manuelle,13 Déc. 2016,Sfax Ville,particulier,135000 Km,2007,Très bon
3008,Prix : 25 500 DT,Chevrolet Cruze,7 CV,Essence,Manuelle,13 Déc. 2016,Ezzahra,particulier,109 Km,2014,Très bon
3009,Prix : 13 000 DT,Renault Clio,,Essence,Manuelle,13 Déc. 2016,Ksibet El Mediouni,particulier,178000 Km,2002,Très bon
3010,Prix : 14 000 DT,Peugeot 307,5 CV,Essence,Manuelle,13 Déc. 2016,El Jem,particulier,230000 Km,2002,Très bon
3011,Prix : 13 500 DT,OPEL ASTRA,5 CV,Essence,Manuelle,13 Déc. 2016,Bizerte Nord,particulier,145000 Km,2005,Très bon
3012,Prix : 20 500 DT,Dacia Dokker,6 CV,Diesel,Manuelle,13 Déc. 2016,Ezzahra,particulier,88 Km,2013,Très bon
3013,Prix : 65 000 DT,Nissan Qashqai,6 CV,Essence,Manuelle,13 Déc. 2016,Ezzahra,particulier,72 Km,2014,Très bon
3014,Prix : 19 800 DT,Ford Focus,,Essence,Manuelle,13 Déc. 2016,Mannouba,particulier,230000 Km,2011,Très bon
3015,Prix : 60 000 DT,Volkswagen Amarok,8 CV,Diesel,Manuelle,13 Déc. 2016,Zaghouan,particulier,82000 Km,2013,Très bon
3016,Prix : 9 900 DT,Peugeot 106,4 CV,Essence,Manuelle,13 Déc. 2016,Le Bardo,particulier,165000 Km,1998,Bon
3017,Prix : 12 900 DT,Volkswagen Polo,,Essence,Manuelle,13 Déc. 2016,Ariana Ville,particulier,155000 Km,2004,Bon
3018,Prix : 12 000 DT,Citroen Berlingo,7 CV,Diesel,Manuelle,13 Déc. 2016,Nouvelle Medina,particulier,370000 Km,2003,Bon
3019,Prix : 48 000 000 DT,A ne pas rater,14 CV,Diesel,Automatique,13 Déc. 2016,Le Kef Est,particulier,230000 Km,12-2007,Bon
3020,Prix : 8 500 DT,Fiat punto 1,4 CV,Essence,Manuelle,13 Déc. 2016,Ettahrir,particulier,180000 Km,12-1994,Bon
3021,Prix : 12 200 DT,POLO 5 NDIFA,5 CV,Essence,Manuelle,13 Déc. 2016,Sakiet Ezzit,particulier,194000 Km,2004,Très bon
3022,Prix : 51 000 DT,Golf 7 TDI,5 CV,Diesel,Manuelle,11 Déc. 2016,Mornag,particulier,108000 Km,06-2013,Excellent
3023,Prix : 17 500 DT,Peugeot 207,,Essence,Manuelle,11 Déc. 2016,Cite El Khadra,particulier,92000 Km,2006,Très bon
3024,Prix : 19 000 DT,Peugeot 407 HDI,,Diesel,Manuelle,10 Déc. 2016,Tunis,particulier,175000 Km,2010,Très bon
3025,Prix : 22 500 DT,Volkswagen scirocco,,Essence,Automatique,10 Déc. 2016,Ariana Ville,particulier,145000 Km,2010,Très bon
3026,Prix : 26 800 DT,Peugeot Partner,,Essence,Manuelle,10 Déc. 2016,Le Bardo,particulier,52000 Km,2012,Très bon
3027,Prix : 25 400 DT,Audi A4,7 CV,Essence,Manuelle,10 Déc. 2016,El Mourouj,particulier,230000 Km,2005,Très bon
3028,Prix : 16 800 DT,Peugeot 206,4 CV,Essence,Manuelle,10 Déc. 2016,Le Bardo,particulier,105000 Km,2007,Très bon
3029,Prix : 18 500 DT,Citroën C4 HDI,,Diesel,Manuelle,10 Déc. 2016,Hammamet,particulier,185000 Km,2007,Très bon
3030,Prix : 19 300 DT,Renault symbol,,Essence,Manuelle,10 Déc. 2016,Tunis,particulier,82 Km,2013,Très bon
3031,Prix : 15 000 DT,Polo6,,Essence,Manuelle,10 Déc. 2016,Mornag,particulier,270000 Km,2006,Très bon
3032,Prix : 28 300 DT,Kia Rio,5 CV,Essence,Manuelle,10 Déc. 2016,Le Bardo,particulier,52000 Km,2014,Très bon
3033,Prix : 13 000 DT,Renault Clio,,Essence,Manuelle,10 Déc. 2016,Ezzouhour (Tunis),particulier,230000 Km,2001,Bon
3034,Prix : 18 800 DT,Ford Fiesta,,Essence,Manuelle,10 Déc. 2016,Le Bardo,particulier,115000 Km,2010,Très bon
3035,Prix : 17 400 DT,Citroen nemo,,Diesel,Manuelle,10 Déc. 2016,Mnihla,particulier,160 Km,2012,Très bon
3036,Prix : 26 000 DT,Kia picanto,5 CV,Essence,Automatique,10 Déc. 2016,Tunis,particulier,17000 Km,2016,Excellent
3037,Prix : 44 000 DT,Volkswagen Passat,12 CV,Diesel,Manuelle,10 Déc. 2016,Hammam Chatt,particulier,125000 Km,2013,Très bon
3038,Prix : 14 200 DT,Renault Megane,,Essence,Manuelle,10 Déc. 2016,Sousse Jaouhara,particulier,175000 Km,2006,Très bon
3039,Prix : 25 000 DT,SEAT IBIZA,5 CV,Essence,Manuelle,10 Déc. 2016,El Menzah,particulier,67000 Km,2015,Très bon
3040,Prix : 15 000 DT,Citroen C3,4 CV,Essence,Manuelle,10 Déc. 2016,La Medina,particulier,145000 Km,2009,Très bon
3041,Prix : 22 500 DT,Ford Fiesta,5 CV,Essence,Manuelle,10 Déc. 2016,Zaghouan,particulier,67000 Km,2013,Très bon
3042,Prix : 30 000 DT,CAMION VOLSWAGEN CRAFTER,8 CV,Diesel,Manuelle,10 Déc. 2016,Tunis,particulier,155000 Km,09-2008,D'origine
3043,Prix : 26 200 DT,Audi A4,,Diesel,Manuelle,7 Déc. 2016,Mannouba,particulier,155000 Km,2006,Très bon
3044,Prix : 21 800 DT,Fiat 500,4 CV,Essence,Manuelle,7 Déc. 2016,Tunis,particulier,82000 Km,2009,Très bon
3045,Prix : 25 500 DT,Citroen c5,6 CV,Diesel,Manuelle,7 Déc. 2016,Gabes Medina,particulier,105000 Km,2012,Très bon
3046,Prix : 25 000 DT,Ford mondeo,8 CV,Essence,Manuelle,7 Déc. 2016,La Soukra,particulier,165000 Km,2008,Très bon
3047,Prix : 16 500 DT,Polo 6,5 CV,Essence,Manuelle,7 Déc. 2016,Beni Khalled,particulier,115000 Km,2007,Très bon
3048,Prix : 27 500 DT,Kia Rio,,Essence,Manuelle,7 Déc. 2016,El Mourouj,particulier,97000 Km,2012,Très bon
3049,Prix : 16 900 DT,Passât familiale,6 CV,Diesel,Manuelle,7 Déc. 2016,La Marsa,particulier,175000 Km,2002,Très bon
3050,Prix : 18 000 DT,Citroen c4,,Essence,Manuelle,7 Déc. 2016,Hammam Lif,particulier,185000 Km,2009,Très bon
3051,Prix : 11 800 DT,Volkswagen polo 5,4 CV,Essence,Manuelle,7 Déc. 2016,Rades,particulier,165000 Km,2002,Bon
3052,Prix : 14 300 DT,Citroën berlingo,,Diesel,Manuelle,7 Déc. 2016,La Soukra,particulier,292000 Km,2009,Très bon
3053,Prix : 19 500 DT,Grandi punto pop,4 CV,Essence,Manuelle,6 Déc. 2016,Ariana Ville,particulier,67000 Km,2013,Très bon
3054,Prix : 28 000 DT,Renault Fluence,6 CV,Diesel,Manuelle,6 Déc. 2016,Kelibia,particulier,85000 Km,2012,Très bon
3055,Prix : 25 900 DT,Kia Rio,,Essence,Manuelle,6 Déc. 2016,Ksar Helal,particulier,92000 Km,2012,Très bon
3056,Prix : 14 800 DT,Renault Mégane,,Essence,Manuelle,6 Déc. 2016,La Marsa,particulier,230000 Km,2004,Très bon
3057,Prix : 27 000 DT,Citroen C4,,Essence,Manuelle,6 Déc. 2016,Ariana Ville,particulier,97000 Km,2012,Très bon
3058,Prix : 10 000 DT,Opel Astra,,Diesel,Manuelle,6 Déc. 2016,El Omrane,particulier,450000 Km,2006,Bon
3059,Prix : 15 000 DT,Renaut symbol,5 CV,Essence,Manuelle,6 Déc. 2016,Souassi,particulier,175000 Km,2010,Très bon
3060,Prix : 13 500 DT,Chevrolet aveo,,Essence,Manuelle,6 Déc. 2016,Nabeul,particulier,210000 Km,2009,Très bon
3061,Prix : 14 000 DT,Peugeot 206,,Essence,Manuelle,6 Déc. 2016,Sayada Lamta Bou Hajar,particulier,165000 Km,2005,Très bon
3062,Prix : 23 000 DT,Peugeot 308,,Essence,Manuelle,6 Déc. 2016,Les Berges Du Lac,particulier,135000 Km,2009,Très bon
3063,Prix : 22 000 DT,A vendre Citroën C4,5 CV,Essence,Manuelle,6 Déc. 2016,Tunis,particulier,170000 Km,07-2008,Excellent
3064,Prix : 20 000 DT,Ford Fiesta,5 CV,Essence,Manuelle,5 Déc. 2016,Ariana Ville,particulier,105000 Km,2010,Très bon
3065,Prix : 15 500 DT,Renault Megane,,Essence,Manuelle,5 Déc. 2016,Kairouan Nord,particulier,230000 Km,2007,Très bon
3066,Prix : 21 500 DT,Volkswagen Passat,,Essence,Manuelle,5 Déc. 2016,Ariana Ville,particulier,155000 Km,2003,Très bon
3067,Prix : 11 500 DT,Renault Mégane,,Diesel,Manuelle,5 Déc. 2016,El Menzah,particulier,175000 Km,2006,Très bon
3068,Prix : 11 500 DT,Renault scenic,5 CV,Diesel,Manuelle,5 Déc. 2016,El Mourouj,particulier,125000 Km,2004,Bon
3069,Prix : 13 600 DT,Peugeot 206,4 CV,Essence,Manuelle,5 Déc. 2016,Sousse Jaouhara,particulier,125000 Km,2005,Très bon
3070,Prix : 14 600 DT,Citroën C3,5 CV,Essence,Manuelle,5 Déc. 2016,Sousse Jaouhara,particulier,185000 Km,2006,Très bon
3071,Prix : 21 000 DT,Fiat Grande punto,4 CV,Essence,Manuelle,5 Déc. 2016,Ariana Ville,particulier,62000 Km,2012,Très bon
3072,Prix : 49 200 DT,Citroen Ds5,,Diesel,Automatique,5 Déc. 2016,Nabeul,particulier,145000 Km,2013,Très bon
3073,Prix : 18 000 DT,Renault Symbol,,Essence,Manuelle,5 Déc. 2016,Sfax Ville,particulier,165000 Km,2013,Très bon
3074,Prix : 19 700 DT,Ford fiesta,5 CV,Essence,Manuelle,5 Déc. 2016,Ariana Ville,particulier,87000 Km,2011,Très bon
3075,Prix : 52 800 DT,Golf 7,5 CV,Diesel,Manuelle,5 Déc. 2016,Mahdia,particulier,97000 Km,2013,Très bon
3076,Prix : 20 000 DT,Peugeot 206 plus,5 CV,Essence,Manuelle,5 Déc. 2016,Sfax Ville,particulier,67000 Km,2012,Très bon
3077,Prix : 14 600 DT,Ford fiesta,,Essence,Manuelle,5 Déc. 2016,Jemmal,particulier,125000 Km,2008,Très bon
3078,Prix : 9 500 DT,Ford focus,,Essence,Manuelle,5 Déc. 2016,Sfax Ville,particulier,350000 Km,2010,Très bon
3079,Prix : 19 800 DT,SEAT IBIZA,,Essence,Manuelle,5 Déc. 2016,Moknine,particulier,125000 Km,2012,Très bon
3080,Prix : 17 600 DT,Peugeot 301,5 CV,Essence,Manuelle,5 Déc. 2016,Ain Zaghouan,particulier,97000 Km,2014,Très bon
3081,Prix : 6 500 DT,Fiat Palio,,Essence,Manuelle,5 Déc. 2016,Gafsa Sud,particulier,145000 Km,2010,Bon
3082,Prix : 29 000 DT,Reneault clio 4,4 CV,Essence,Manuelle,5 Déc. 2016,Ariana Ville,particulier,59000 Km,12-2012,Excellent
3083,Prix : 15 300 DT,Peugeot 206 belle et très propre,5 CV,Essence,Manuelle,5 Déc. 2016,Monastir,particulier,240 Km,08-2006,Bon
3084,Prix : 44 000 DT,BMW serie 5,11 CV,Essence,Manuelle,5 Déc. 2016,Cite El Khadra,particulier,100000 Km,05-2005,Très bon
3085,Prix : 20 000 DT,Ford Focus,,Essence,Manuelle,3 Déc. 2016,Ben Arous,particulier,230000 Km,2011,Très bon
3086,Prix : 12 500 DT,Peugeot partner,,Diesel,Manuelle,3 Déc. 2016,Menzel Bouzelfa,particulier,230000 Km,2005,Très bon
3087,Prix : 25 000 DT,KIA cirato,7 CV,Essence,Manuelle,3 Déc. 2016,Sakiet Eddaier,particulier,50000 Km,2010,Très bon
3088,Prix : 16 000 DT,Peugeot Partner,,Diesel,Manuelle,3 Déc. 2016,El Menzah,particulier,165000 Km,2009,Très bon
3089,Prix : 31 000 DT,Citroën DS3,5 CV,Essence,Manuelle,3 Déc. 2016,Ezzahra,particulier,125 Km,2011,Très bon
3090,Prix : 23 000 DT,Peugeot Bipper Tepee,5 CV,Essence,Manuelle,2 Déc. 2016,Ezzahra,particulier,116 Km,2013,Très bon
3091,Prix : 33 000 DT,Mini One,5 CV,Essence,Manuelle,2 Déc. 2016,Ezzahra,particulier,136 Km,2010,Très bon
3092,Prix : 22 800 DT,Renault Clio 3,,Diesel,Manuelle,2 Déc. 2016,Bizerte Nord,particulier,92000 Km,2013,Très bon
3093,Prix : 21 500 DT,Renault Mégane 3,6 CV,Diesel,Manuelle,2 Déc. 2016,Bizerte Nord,particulier,97000 Km,2012,Très bon
3094,Prix : 27 000 DT,Mazda BT50,10 CV,Diesel,Manuelle,2 Déc. 2016,Ezzahra,particulier,272 Km,2007,Très bon
3095,Prix : 19 000 DT,Ford Focus,6 CV,Essence,Manuelle,2 Déc. 2016,Hammamet,particulier,169 Km,2009,Très bon
3096,Prix : 14 200 DT,Renault Clio,,Essence,Manuelle,2 Déc. 2016,Nabeul,particulier,195000 Km,2002,Très bon
3097,Prix : 23 000 DT,Renault Mégane,,Diesel,Manuelle,2 Déc. 2016,Sfax Ville,particulier,82000 Km,2010,Très bon
3098,Prix : 19 000 DT,Fiat punto grande,4 CV,Essence,Manuelle,2 Déc. 2016,Teboulba,particulier,92000 Km,2014,Très bon
3099,Prix : 16 700 DT,Peugeot 301,,Essence,Manuelle,2 Déc. 2016,El Mourouj,particulier,97000 Km,2013,Très bon
3100,Prix : 53 000 DT,Volkswagen Amarok TDI,8 CV,Diesel,Manuelle,2 Déc. 2016,Ezzahra,particulier,160 Km,2011,Très bon
3101,Prix : 20 000 DT,Renault Mégane,,Essence,Manuelle,2 Déc. 2016,Ariana Ville,particulier,97000 Km,2010,Très bon
3102,Prix : 19 400 DT,Fiat Punto Evo,4 CV,Essence,Manuelle,2 Déc. 2016,Sakiet Eddaier,particulier,175000 Km,2011,Très bon
3103,Prix : 15 500 DT,Polo 6,,Essence,Manuelle,2 Déc. 2016,Bizerte Nord,particulier,165000 Km,2007,Très bon
3104,Prix : 27 000 DT,Hyundai i10 Sedan,5 CV,Essence,Manuelle,2 Déc. 2016,Le Bardo,particulier,4000 Km,2016,Excellent
3105,Prix : 21 000 DT,Symbol en très bon état,5 CV,Essence,Manuelle,2 Déc. 2016,Raoued,particulier,67000 Km,2013,Excellent
3106,Prix : 33 000 DT,Audi A3,,Diesel,Manuelle,29 Nov. 2016,Ariana Ville,particulier,175000 Km,2011,Très bon
3107,Prix : 19 000 DT,Citroen Berlingo,,Diesel,Manuelle,29 Nov. 2016,Hammam Sousse,particulier,135000 Km,2011,Très bon
3108,Prix : 15 200 DT,Opel Astra,,Essence,Manuelle,29 Nov. 2016,Ariana Ville,particulier,165000 Km,2004,Très bon
3109,Prix : 16 500 DT,Peugeot Partner,,Diesel,Manuelle,29 Nov. 2016,Sfax Sud,particulier,165000 Km,2012,Bon
3110,Prix : 24 000 DT,Volkswagen Polo 7,5 CV,Essence,Manuelle,29 Nov. 2016,Le Bardo,particulier,62000 Km,2014,Très bon
3111,Prix : 25 900 DT,Kia Rio,5 CV,Essence,Manuelle,29 Nov. 2016,Ksar Helal,particulier,97000 Km,2012,Très bon
3112,Prix : 27 000 DT,Renault Fluence,,Essence,Manuelle,29 Nov. 2016,Gafsa Sud,particulier,108000 Km,2010,Très bon
3113,Prix : 22 500 DT,Fiat Punto,4 CV,Essence,Manuelle,29 Nov. 2016,Jendouba,particulier,40 Km,2013,Très bon
3114,Prix : 19 700 DT,CHEVROLET AVEO,,Essence,Manuelle,29 Nov. 2016,Bizerte Nord,particulier,42000 Km,2014,Très bon
3115,Prix : 24 000 DT,Nissan X-Trail,7 CV,Diesel,Manuelle,29 Nov. 2016,Mannouba,particulier,105000 Km,2008,Très bon
3116,Prix : 25 000 DT,Renault Clio 3,5 CV,Essence,Manuelle,29 Nov. 2016,Bizerte Nord,particulier,109 Km,2012,Très bon
3117,Prix : 19 000 DT,Fiat Punto,,Essence,Manuelle,29 Nov. 2016,Sfax Sud,particulier,67000 Km,2013,Très bon
3118,Prix : 25 000 DT,Renault Clio 3,5 CV,Essence,Manuelle,29 Nov. 2016,Bizerte Nord,particulier,48 Km,2012,Très bon
3119,Prix : 29 700 DT,Ford Fiesta,,Essence,Manuelle,29 Nov. 2016,Tunis,particulier,32000 Km,2014,Très bon
3120,Prix : 21 500 DT,Peugeot 207,,Essence,Manuelle,29 Nov. 2016,Mannouba,particulier,87000 Km,2010,Très bon
3121,Prix : 13 700 DT,Opel Astra,,Essence,Manuelle,29 Nov. 2016,Ezzouhour (Tunis),particulier,155000 Km,2001,Très bon
3122,Prix : 29 000 DT,Volkswagen Golf 6,,Essence,Manuelle,29 Nov. 2016,Douar Hicher,particulier,145000 Km,2010,
3123,Prix : 25 000 DT,Volkswagen Golf,,Diesel,Manuelle,29 Nov. 2016,El Jem,particulier,230000 Km,2008,Très bon
3124,Prix : 15 500 DT,Renault Symbol,5 CV,Essence,Manuelle,29 Nov. 2016,Sakiet Eddaier,particulier,125000 Km,2009,Très bon
3125,Prix : 26 700 DT,Citroen C4,,Essence,Manuelle,29 Nov. 2016,Tunis,particulier,105000 Km,2012,Très bon
3126,Prix : 26 500 DT,Peugeot 308,6 CV,Diesel,Manuelle,29 Nov. 2016,Ezzahra,particulier,135 Km,2009,Très bon
3127,Prix : 29 500 DT,Fiat 500,4 CV,Essence,Manuelle,29 Nov. 2016,Tunis,particulier,22000 Km,2014,Très bon
3128,Prix : 18 000 DT,Renault Clio 3,,Essence,Manuelle,29 Nov. 2016,Zaghouan,particulier,135000 Km,2006,Très bon
3129,Prix : 26 500 DT,Peugeot 308,,Essence,Manuelle,29 Nov. 2016,Hammam Sousse,particulier,105000 Km,2013,Très bon
3130,Prix : 28 500 DT,Chevrolet cruze,7 CV,Essence,Manuelle,29 Nov. 2016,Ben Arous,particulier,73 Km,2013,Très bon
3131,Prix : 17 500 DT,Volkswagen Caddy,8 CV,Diesel,,29 Nov. 2016,Ben Arous,particulier,261 Km,2012,Très bon
3132,Prix : 15 800 DT,Dacia Sandero,5 CV,Essence,Manuelle,29 Nov. 2016,Zarzis,particulier,75000 Km,2011,Très bon
3133,Prix : 36 000 DT,Mini Cooper - 7CV Essence - Octobre 2009,7 CV,Essence,Automatique,29 Nov. 2016,La Soukra,professionnel,91000 Km,10-2009,Excellent
3134,Prix : 51 000 DT,Nissan JUKE - 6CV Essence - Fin 2013,6 CV,Essence,Automatique,29 Nov. 2016,La Soukra,professionnel,28000 Km,12-2013,Excellent
3135,Prix : 33 000 DT,Mercedes E220 - 9CV Diesel,8 CV,Diesel,Automatique,29 Nov. 2016,La Soukra,professionnel,230 Km,11-2006,Excellent
3136,Prix : 61 000 DT,Kia Cerato - 8CV Essence,8 CV,Essence,Automatique,29 Nov. 2016,La Soukra,professionnel,61000 Km,06-2013,Excellent
3137,Prix : 39 000 DT,Kia Rio coupée BVA - fin 2013,4 CV,Essence,Automatique,29 Nov. 2016,La Soukra,professionnel,47000 Km,01-2013,Excellent
3138,Prix : 53 000 DT,Volkswagen AMAROK - 9CV Diesel,9 CV,Diesel,Automatique,29 Nov. 2016,La Soukra,professionnel,173000 Km,09-2011,Excellent
3139,Prix : 43 000 DT,Audi A6 - 11CV ESSENCE - Juillet 2009,11 CV,Essence,Automatique,29 Nov. 2016,La Soukra,professionnel,150000 Km,07-2009,Excellent
3140,Prix : 85 000 DT,Mercedes C180 - Kit AMG plus coupée,9 CV,Essence,Automatique,29 Nov. 2016,La Soukra,professionnel,71000 Km,05-2013,Excellent
